"Timestamp","Accuracy","Acceleration X","Acceleration Y","Acceleration Z","Magnitude","Label","Cycle"
"675450859712249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C75;D75;E75))","none","1"
"675450879715249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C76;D76;E76))","none","1"
"675450899745403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C77;D77;E77))","none","1"
"675450919958018","0","0.919","0.306","9.807","=SQRT(SUMSQ(C78;D78;E78))","none","1"
"675450939760403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C79;D79;E79))","none","1"
"675450959748634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C80;D80;E80))","none","1"
"675450979715403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C81;D81;E81))","none","1"
"675450999727018","0","0.919","0.306","9.807","=SQRT(SUMSQ(C82;D82;E82))","none","1"
"675451019761634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C83;D83;E83))","none","1"
"675451039771634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C84;D84;E84))","none","1"
"675451059714942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C85;D85;E85))","none","1"
"675451079721326","0","0.919","0.306","9.807","=SQRT(SUMSQ(C86;D86;E86))","none","1"
"675451099713788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C87;D87;E87))","none","1"
"675451119831018","0","0.919","0.306","9.807","=SQRT(SUMSQ(C88;D88;E88))","none","1"
"675451139739634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C89;D89;E89))","none","1"
"675451159720095","0","0.919","0.306","9.807","=SQRT(SUMSQ(C90;D90;E90))","none","1"
"675451179719634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C91;D91;E91))","none","1"
"675451199718865","0","0.919","0.306","9.807","=SQRT(SUMSQ(C92;D92;E92))","none","1"
"675451219780942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C93;D93;E93))","none","1"
"675451240053711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C94;D94;E94))","none","1"
"675451260833249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C95;D95;E95))","none","1"
"675451279714711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C96;D96;E96))","none","1"
"675451299716403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C97;D97;E97))","none","1"
"675451319733326","0","0.919","0.306","9.807","=SQRT(SUMSQ(C98;D98;E98))","none","1"
"675451340834865","0","0.919","0.306","9.807","=SQRT(SUMSQ(C99;D99;E99))","none","1"
"675451359756788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C100;D100;E100))","none","1"
"675451379720711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C101;D101;E101))","none","1"
"675451399715942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C102;D102;E102))","none","1"
"675451419725480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C103;D103;E103))","none","1"
"675451439772249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C104;D104;E104))","none","1"
"675451459736865","0","0.919","0.306","9.807","=SQRT(SUMSQ(C105;D105;E105))","none","1"
"675451479784172","0","0.919","0.306","9.807","=SQRT(SUMSQ(C106;D106;E106))","none","1"
"675451499781249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C107;D107;E107))","none","1"
"675451519777326","0","0.919","0.306","9.807","=SQRT(SUMSQ(C108;D108;E108))","none","1"
"675451539747942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C109;D109;E109))","none","1"
"675451559726942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C110;D110;E110))","none","1"
"675451579766480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C111;D111;E111))","none","1"
"675451599715480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C112;D112;E112))","none","1"
"675451619721172","0","0.919","0.306","9.807","=SQRT(SUMSQ(C113;D113;E113))","none","1"
"675451639750403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C114;D114;E114))","none","1"
"675451661191557","0","0.919","0.306","9.807","=SQRT(SUMSQ(C115;D115;E115))","none","1"
"675451679792480","0","0.919","0.306","9.96","=SQRT(SUMSQ(C116;D116;E116))","none","1"
"675451699726403","0","0.919","0.306","9.96","=SQRT(SUMSQ(C117;D117;E117))","none","1"
"675451719715711","0","0.919","0.306","9.96","=SQRT(SUMSQ(C118;D118;E118))","none","1"
"675451739717018","0","0.919","0.306","9.96","=SQRT(SUMSQ(C119;D119;E119))","none","1"
"675451759777480","0","0.919","0.306","9.96","=SQRT(SUMSQ(C120;D120;E120))","none","1"
"675451779732557","0","0.919","0.306","9.96","=SQRT(SUMSQ(C121;D121;E121))","none","1"
"675451799732403","0","0.919","0.306","9.96","=SQRT(SUMSQ(C122;D122;E122))","none","1"
"675451819715788","0","0.919","0.306","9.96","=SQRT(SUMSQ(C123;D123;E123))","none","1"
"675451839715865","0","0.919","0.306","9.96","=SQRT(SUMSQ(C124;D124;E124))","none","1"
"675451859749942","0","0.919","0.306","9.96","=SQRT(SUMSQ(C125;D125;E125))","none","1"
"675451879738788","0","0.919","0.306","9.96","=SQRT(SUMSQ(C126;D126;E126))","none","1"
"675451899776403","0","0.919","0.306","9.96","=SQRT(SUMSQ(C127;D127;E127))","none","1"
"675451919713788","0","0.919","0.306","9.96","=SQRT(SUMSQ(C128;D128;E128))","none","1"
"675451939718172","0","0.919","0.306","9.96","=SQRT(SUMSQ(C129;D129;E129))","none","1"
"675451959762557","0","0.919","0.306","9.96","=SQRT(SUMSQ(C130;D130;E130))","none","1"
"675451979769403","0","0.919","0.306","9.96","=SQRT(SUMSQ(C131;D131;E131))","none","1"
"675451999751557","0","0.919","0.306","9.96","=SQRT(SUMSQ(C132;D132;E132))","none","1"
"675452019717326","0","0.919","0.306","9.96","=SQRT(SUMSQ(C133;D133;E133))","none","1"
"675452039714403","0","0.919","0.306","9.96","=SQRT(SUMSQ(C134;D134;E134))","none","1"
"675452059714172","0","0.919","0.306","9.96","=SQRT(SUMSQ(C135;D135;E135))","none","1"
"675452079771249","0","0.919","0.306","9.96","=SQRT(SUMSQ(C136;D136;E136))","none","1"
"675452099735788","0","0.919","0.306","9.96","=SQRT(SUMSQ(C137;D137;E137))","none","1"
"675452119742019","0","0.919","0.306","9.96","=SQRT(SUMSQ(C138;D138;E138))","none","1"
"675452139719249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C139;D139;E139))","none","1"
"675452159736711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C140;D140;E140))","none","1"
"675452179771403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C141;D141;E141))","none","1"
"675452199740711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C142;D142;E142))","none","1"
"675452219771942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C143;D143;E143))","none","1"
"675452239717172","0","0.919","0.306","9.807","=SQRT(SUMSQ(C144;D144;E144))","none","1"
"675452259712711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C145;D145;E145))","none","1"
"675452279795095","0","0.919","0.306","9.807","=SQRT(SUMSQ(C146;D146;E146))","none","1"
"675452299742788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C147;D147;E147))","none","1"
"675452319789249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C148;D148;E148))","none","1"
"675452339717249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C149;D149;E149))","none","1"
"675452359716788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C150;D150;E150))","none","1"
"675452379716865","0","0.919","0.306","9.807","=SQRT(SUMSQ(C151;D151;E151))","none","1"
"675452401929172","0","0.919","0.306","9.807","=SQRT(SUMSQ(C152;D152;E152))","none","1"
"675452419812788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C153;D153;E153))","none","1"
"675452439736249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C154;D154;E154))","none","1"
"675452459720095","0","0.919","0.306","9.807","=SQRT(SUMSQ(C155;D155;E155))","none","1"
"675452479719788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C156;D156;E156))","none","1"
"675452499783557","0","0.919","0.306","9.807","=SQRT(SUMSQ(C157;D157;E157))","none","1"
"675452519863788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C158;D158;E158))","none","1"
"675452539809634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C159;D159;E159))","none","1"
"675452559713480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C160;D160;E160))","none","1"
"675452579723480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C161;D161;E161))","none","1"
"675452603545942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C162;D162;E162))","none","1"
"675452619740095","0","0.919","0.306","9.807","=SQRT(SUMSQ(C163;D163;E163))","none","1"
"675452639843019","0","0.919","0.306","9.807","=SQRT(SUMSQ(C164;D164;E164))","none","1"
"675452659740711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C165;D165;E165))","none","1"
"675452679725019","0","0.919","0.306","9.807","=SQRT(SUMSQ(C166;D166;E166))","none","1"
"675452699728326","0","0.919","0.306","9.807","=SQRT(SUMSQ(C167;D167;E167))","none","1"
"675452719840634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C168;D168;E168))","none","1"
"675452739783942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C169;D169;E169))","none","1"
"675452759718557","0","0.919","0.306","9.807","=SQRT(SUMSQ(C170;D170;E170))","none","1"
"675452779713019","0","0.919","0.306","9.807","=SQRT(SUMSQ(C171;D171;E171))","none","1"
"675452799712557","0","0.919","0.306","9.807","=SQRT(SUMSQ(C172;D172;E172))","none","1"
"675452819745480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C173;D173;E173))","none","1"
"675452839966865","0","0.919","0.306","9.807","=SQRT(SUMSQ(C174;D174;E174))","none","1"
"675452859730172","0","0.919","0.306","9.807","=SQRT(SUMSQ(C175;D175;E175))","none","1"
"675452879718942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C176;D176;E176))","none","1"
"675452899717480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C177;D177;E177))","none","1"
"675452919761403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C178;D178;E178))","none","1"
"675452939776788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C179;D179;E179))","none","1"
"675452959771711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C180;D180;E180))","none","1"
"675452979718403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C181;D181;E181))","none","1"
"675452999720634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C182;D182;E182))","none","1"
"675453019724480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C183;D183;E183))","none","1"
"675453039784249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C184;D184;E184))","none","1"
"675453059739788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C185;D185;E185))","none","1"
"675453079742403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C186;D186;E186))","none","1"
"675453099718172","0","0.919","0.306","9.807","=SQRT(SUMSQ(C187;D187;E187))","none","1"
"675453119710711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C188;D188;E188))","none","1"
"675453139769403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C189;D189;E189))","none","1"
"675453159742019","0","0.919","0.306","9.96","=SQRT(SUMSQ(C190;D190;E190))","none","1"
"675453179973942","0","0.919","0.306","9.96","=SQRT(SUMSQ(C191;D191;E191))","none","1"
"675453199715095","0","0.919","0.306","9.96","=SQRT(SUMSQ(C192;D192;E192))","none","1"
"675453219712942","0","0.919","0.306","9.96","=SQRT(SUMSQ(C193;D193;E193))","none","1"
"675453239739480","0","0.919","0.306","9.96","=SQRT(SUMSQ(C194;D194;E194))","none","1"
"675453260810096","0","0.919","0.306","9.96","=SQRT(SUMSQ(C195;D195;E195))","none","1"
"675453279774711","0","0.919","0.306","9.96","=SQRT(SUMSQ(C196;D196;E196))","none","1"
"675453299717788","0","0.919","0.306","9.96","=SQRT(SUMSQ(C197;D197;E197))","none","1"
"675453319718403","0","0.919","0.306","9.96","=SQRT(SUMSQ(C198;D198;E198))","none","1"
"675453339761326","0","0.919","0.306","9.96","=SQRT(SUMSQ(C199;D199;E199))","none","1"
"675453359783326","0","0.919","0.306","9.96","=SQRT(SUMSQ(C200;D200;E200))","none","1"
"675453379767557","0","0.919","0.306","9.96","=SQRT(SUMSQ(C201;D201;E201))","sit down","1"
"675453399732019","0","0.919","0.306","9.96","=SQRT(SUMSQ(C202;D202;E202))","sit down","1"
"675453419715865","0","0.919","0.306","9.96","=SQRT(SUMSQ(C203;D203;E203))","sit down","1"
"675453439724865","0","0.919","0.306","9.96","=SQRT(SUMSQ(C204;D204;E204))","sit down","1"
"675453459762634","0","0.919","0.306","9.96","=SQRT(SUMSQ(C205;D205;E205))","sit down","1"
"675453479747711","0","0.919","0.306","9.96","=SQRT(SUMSQ(C206;D206;E206))","sit down","1"
"675453499768096","0","0.919","0.306","9.96","=SQRT(SUMSQ(C207;D207;E207))","sit down","1"
"675453519737172","0","0.919","0.306","9.96","=SQRT(SUMSQ(C208;D208;E208))","sit down","1"
"675453539711788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C209;D209;E209))","sit down","1"
"675453559755249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C210;D210;E210))","sit down","1"
"675453579741403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C211;D211;E211))","sit down","1"
"675453599729096","0","0.919","0.306","9.807","=SQRT(SUMSQ(C212;D212;E212))","sit down","1"
"675453619745326","0","0.919","0.306","9.807","=SQRT(SUMSQ(C213;D213;E213))","sit down","1"
"675453639716788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C214;D214;E214))","sit down","1"
"675453659722019","0","0.919","0.306","9.807","=SQRT(SUMSQ(C215;D215;E215))","sit down","1"
"675453679983249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C216;D216;E216))","sit down","1"
"675453699774249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C217;D217;E217))","sit down","1"
"675453719740249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C218;D218;E218))","sit down","1"
"675453739726326","0","0.919","0.306","9.807","=SQRT(SUMSQ(C219;D219;E219))","sit down","1"
"675453759710557","0","0.919","0.306","9.807","=SQRT(SUMSQ(C220;D220;E220))","sit down","1"
"675453779841788","0","0.919","0.306","9.807","=SQRT(SUMSQ(C221;D221;E221))","sit down","1"
"675453800078249","0","0.919","0.306","9.807","=SQRT(SUMSQ(C222;D222;E222))","sit down","1"
"675453819735942","0","0.919","0.306","9.807","=SQRT(SUMSQ(C223;D223;E223))","sit down","1"
"675453839746019","0","0.919","0.306","9.807","=SQRT(SUMSQ(C224;D224;E224))","sit down","1"
"675453859749634","0","0.919","0.306","9.807","=SQRT(SUMSQ(C225;D225;E225))","sit down","1"
"675453879751557","0","0.919","0.306","9.807","=SQRT(SUMSQ(C226;D226;E226))","sit down","1"
"675453901363019","0","0.919","0.306","9.807","=SQRT(SUMSQ(C227;D227;E227))","sit down","1"
"675453919773019","0","1.072","0.306","9.807","=SQRT(SUMSQ(C228;D228;E228))","sit down","1"
"675453939719557","0","1.072","0.306","9.807","=SQRT(SUMSQ(C229;D229;E229))","sit down","1"
"675453959729711","0","1.072","0.306","9.807","=SQRT(SUMSQ(C230;D230;E230))","sit down","1"
"675453979755480","0","1.072","0.306","9.807","=SQRT(SUMSQ(C231;D231;E231))","sit down","1"
"675454000318557","0","1.072","0.306","9.807","=SQRT(SUMSQ(C232;D232;E232))","sit down","1"
"675454019781711","0","1.072","0.306","9.807","=SQRT(SUMSQ(C233;D233;E233))","sit down","1"
"675454039715865","0","1.072","0.306","9.807","=SQRT(SUMSQ(C234;D234;E234))","sit down","1"
"675454059717634","0","1.072","0.306","9.807","=SQRT(SUMSQ(C235;D235;E235))","sit down","1"
"675454079753557","0","1.072","0.306","9.807","=SQRT(SUMSQ(C236;D236;E236))","sit down","1"
"675454099777480","0","1.072","0.306","9.807","=SQRT(SUMSQ(C237;D237;E237))","sit down","1"
"675454119810942","0","1.072","0.306","9.807","=SQRT(SUMSQ(C238;D238;E238))","sit down","1"
"675454139740172","0","1.072","0.306","9.807","=SQRT(SUMSQ(C239;D239;E239))","sit down","1"
"675454159716865","0","1.072","0.306","9.807","=SQRT(SUMSQ(C240;D240;E240))","sit down","1"
"675454179712865","0","1.072","0.306","9.807","=SQRT(SUMSQ(C241;D241;E241))","sit down","1"
"675454199748788","0","1.072","0.306","9.807","=SQRT(SUMSQ(C242;D242;E242))","sit down","1"
"675454219767326","0","1.072","0.306","9.807","=SQRT(SUMSQ(C243;D243;E243))","sit down","1"
"675454239767942","0","1.072","0.306","9.807","=SQRT(SUMSQ(C244;D244;E244))","sit down","1"
"675454259716480","0","1.072","0.306","9.807","=SQRT(SUMSQ(C245;D245;E245))","sit down","1"
"675454279714557","0","1.072","0.306","9.807","=SQRT(SUMSQ(C246;D246;E246))","sit down","1"
"675454299713480","0","1.072","0.306","9.807","=SQRT(SUMSQ(C247;D247;E247))","sit down","1"
"675454319777019","0","1.072","0.306","9.807","=SQRT(SUMSQ(C248;D248;E248))","sit down","1"
"675454339776249","0","1.072","0.306","9.807","=SQRT(SUMSQ(C249;D249;E249))","sit down","1"
"675454359753557","0","1.072","0.306","9.807","=SQRT(SUMSQ(C250;D250;E250))","sit down","1"
"675454379713711","0","1.072","0.306","9.807","=SQRT(SUMSQ(C251;D251;E251))","sit down","1"
"675454399726942","0","1.072","0.306","9.807","=SQRT(SUMSQ(C252;D252;E252))","sit down","1"
"675454419774249","0","0.459","0.306","10.419","=SQRT(SUMSQ(C253;D253;E253))","sit down","1"
"675454439784249","0","1.072","0.306","9.5","=SQRT(SUMSQ(C254;D254;E254))","sit down","1"
"675454459775711","0","0.766","0.306","9.347","=SQRT(SUMSQ(C255;D255;E255))","sit down","1"
"675454479729557","0","1.072","0.306","9.96","=SQRT(SUMSQ(C256;D256;E256))","sit down","1"
"675454499722557","0","0.919","0.306","9.653","=SQRT(SUMSQ(C257;D257;E257))","sit down","1"
"675454519769711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C258;D258;E258))","sit down","1"
"675454539749942","0","1.225","0.306","9.807","=SQRT(SUMSQ(C259;D259;E259))","sit down","1"
"675454559745711","0","0.919","0.306","9.807","=SQRT(SUMSQ(C260;D260;E260))","sit down","1"
"675454579723326","0","0.919","0.306","9.807","=SQRT(SUMSQ(C261;D261;E261))","sit down","1"
"675454599726403","0","0.919","0.306","9.807","=SQRT(SUMSQ(C262;D262;E262))","sit down","1"
"675454619775865","0","0.919","0.306","9.807","=SQRT(SUMSQ(C263;D263;E263))","sit down","1"
"675454639907173","0","0.919","0.306","9.807","=SQRT(SUMSQ(C264;D264;E264))","sit down","1"
"675454659782480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C265;D265;E265))","sit down","1"
"675454679732480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C266;D266;E266))","sit down","1"
"675454699719480","0","0.919","0.306","9.807","=SQRT(SUMSQ(C267;D267;E267))","sit down","1"
"675454719725173","0","0.919","0.306","9.807","=SQRT(SUMSQ(C268;D268;E268))","sit down","1"
"675454739773865","0","0.919","0.306","9.807","=SQRT(SUMSQ(C269;D269;E269))","sit down","1"
"675454759764634","0","0.612","0.306","9.807","=SQRT(SUMSQ(C270;D270;E270))","sit down","1"
"675454779736249","0","0.766","0.306","9.807","=SQRT(SUMSQ(C271;D271;E271))","sit down","1"
"675454799724173","0","0.766","0.306","9.807","=SQRT(SUMSQ(C272;D272;E272))","sit down","1"
"675454819722634","0","0.766","0.306","9.807","=SQRT(SUMSQ(C273;D273;E273))","sit down","1"
"675454839779019","0","0.766","0.306","9.807","=SQRT(SUMSQ(C274;D274;E274))","sit down","1"
"675454861744019","0","0.766","0.306","9.807","=SQRT(SUMSQ(C275;D275;E275))","sit down","1"
"675454879777557","0","0.766","0.306","9.807","=SQRT(SUMSQ(C276;D276;E276))","sit down","1"
"675454899732173","0","0.766","0.306","9.807","=SQRT(SUMSQ(C277;D277;E277))","sit down","1"
"675454919721173","0","0.766","0.306","9.807","=SQRT(SUMSQ(C278;D278;E278))","sit down","1"
"675454939728403","0","0.766","0.306","9.807","=SQRT(SUMSQ(C279;D279;E279))","sit down","1"
"675454959869249","0","0.766","0.306","9.807","=SQRT(SUMSQ(C280;D280;E280))","sit down","1"
"675454979762480","0","0.766","0.306","9.807","=SQRT(SUMSQ(C281;D281;E281))","sit down","1"
