"Timestamp","Accuracy","Acceleration X","Acceleration Y","Acceleration Z","Magnitude","Label","Cycle"
"674183832453913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C34;D34;E34))","none","1"
"674183852717836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C35;D35;E35))","none","1"
"674183872454143","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C36;D36;E36))","none","1"
"674183892442836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C37;D37;E37))","none","1"
"674183912454374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C38;D38;E38))","none","1"
"674183932517682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C39;D39;E39))","none","1"
"674183953140682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C40;D40;E40))","none","1"
"674183972452990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C41;D41;E41))","none","1"
"674183992453143","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C42;D42;E42))","none","1"
"674184012443990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C43;D43;E43))","none","1"
"674184032459297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C44;D44;E44))","none","1"
"674184052477913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C45;D45;E45))","none","1"
"674184072438759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C46;D46;E46))","none","1"
"674184092434451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C47;D47;E47))","none","1"
"674184112491374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C48;D48;E48))","none","1"
"674184132883682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C49;D49;E49))","none","1"
"674184152483067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C50;D50;E50))","none","1"
"674184172456990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C51;D51;E51))","none","1"
"674184192444913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C52;D52;E52))","none","1"
"674184212537682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C53;D53;E53))","none","1"
"674184232471682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C54;D54;E54))","none","1"
"674184252489297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C55;D55;E55))","none","1"
"674184273754836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C56;D56;E56))","none","1"
"674184292440297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C57;D57;E57))","none","1"
"674184312432759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C58;D58;E58))","none","1"
"674184332451682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C59;D59;E59))","none","1"
"674184352483067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C60;D60;E60))","none","1"
"674184372447297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C61;D61;E61))","none","1"
"674184392439297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C62;D62;E62))","none","1"
"674184412434605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C63;D63;E63))","none","1"
"674184432462605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C64;D64;E64))","none","1"
"674184452493836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C65;D65;E65))","none","1"
"674184472457990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C66;D66;E66))","none","1"
"674184492442913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C67;D67;E67))","none","1"
"674184512443297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C68;D68;E68))","none","1"
"674184532436220","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C69;D69;E69))","none","1"
"674184552480682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C70;D70;E70))","none","1"
"674184572824605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C71;D71;E71))","none","1"
"674184592489451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C72;D72;E72))","none","1"
"674184612440451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C73;D73;E73))","none","1"
"674184632434759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C74;D74;E74))","none","1"
"674184652453528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C75;D75;E75))","none","1"
"674184672468605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C76;D76;E76))","none","1"
"674184692871990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C77;D77;E77))","none","1"
"674184712444836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C78;D78;E78))","none","1"
"674184732438297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C79;D79;E79))","none","1"
"674184752437297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C80;D80;E80))","none","1"
"674184772502605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C81;D81;E81))","none","1"
"674184793961144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C82;D82;E82))","none","1"
"674184812439067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C83;D83;E83))","none","1"
"674184832484144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C84;D84;E84))","none","1"
"674184852446528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C85;D85;E85))","none","1"
"674184872467913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C86;D86;E86))","none","1"
"674184892453297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C87;D87;E87))","none","1"
"674184912450144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C88;D88;E88))","none","1"
"674184932442913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C89;D89;E89))","none","1"
"674184952455297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C90;D90;E90))","none","1"
"674184972435297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C91;D91;E91))","none","1"
"674184992499067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C92;D92;E92))","none","1"
"674185012460990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C93;D93;E93))","none","1"
"674185032440528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C94;D94;E94))","none","1"
"674185052432144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C95;D95;E95))","none","1"
"674185072433528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C96;D96;E96))","none","1"
"674185092509605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C97;D97;E97))","none","1"
"674185112474220","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C98;D98;E98))","none","1"
"674185132441374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C99;D99;E99))","none","1"
"674185152440990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C100;D100;E100))","none","1"
"674185172437913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C101;D101;E101))","none","1"
"674185192471913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C102;D102;E102))","none","1"
"674185212455144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C103;D103;E103))","none","1"
"674185232442682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C104;D104;E104))","none","1"
"674185252445605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C105;D105;E105))","none","1"
"674185272439605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C106;D106;E106))","none","1"
"674185292434836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C107;D107;E107))","none","1"
"674185312449759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C108;D108;E108))","none","1"
"674185332446682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C109;D109;E109))","none","1"
"674185352439759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C110;D110;E110))","none","1"
"674185372470605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C111;D111;E111))","none","1"
"674185392472220","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C112;D112;E112))","none","1"
"674185412511528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C113;D113;E113))","none","1"
"674185432473528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C114;D114;E114))","none","1"
"674185452446451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C115;D115;E115))","none","1"
"674185472442682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C116;D116;E116))","none","1"
"674185492437759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C117;D117;E117))","none","1"
"674185512478759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C118;D118;E118))","none","1"
"674185532444528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C119;D119;E119))","none","1"
"674185552447990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C120;D120;E120))","none","1"
"674185572440067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C121;D121;E121))","none","1"
"674185596214144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C122;D122;E122))","none","1"
"674185612458605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C123;D123;E123))","none","1"
"674185632455913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C124;D124;E124))","none","1"
"674185652444990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C125;D125;E125))","none","1"
"674185672518374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C126;D126;E126))","none","1"
"674185692435451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C127;D127;E127))","none","1"
"674185712479374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C128;D128;E128))","none","1"
"674185732504451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C129;D129;E129))","none","1"
"674185752478759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C130;D130;E130))","none","1"
"674185772444913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C131;D131;E131))","none","1"
"674185792439067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C132;D132;E132))","none","1"
"674185812433836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C133;D133;E133))","none","1"
"674185834889759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C134;D134;E134))","none","1"
"674185852445374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C135;D135;E135))","none","1"
"674185872446605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C136;D136;E136))","none","1"
"674185892440451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C137;D137;E137))","none","1"
"674185912434759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C138;D138;E138))","none","1"
"674185932438451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C139;D139;E139))","none","1"
"674185952503528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C140;D140;E140))","none","1"
"674185972452297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C141;D141;E141))","none","1"
"674185992442528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C142;D142;E142))","none","1"
"674186012441451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C143;D143;E143))","none","1"
"674186032438528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C144;D144;E144))","none","1"
"674186052486913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C145;D145;E145))","none","1"
"674186072478221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C146;D146;E146))","none","1"
"674186092439605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C147;D147;E147))","none","1"
"674186112437682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C148;D148;E148))","none","1"
"674186132438990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C149;D149;E149))","none","1"
"674186152467759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C150;D150;E150))","none","1"
"674186172469067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C151;D151;E151))","none","1"
"674186192442759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C152;D152;E152))","none","1"
"674186212444913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C153;D153;E153))","none","1"
"674186232443297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C154;D154;E154))","none","1"
"674186252437605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C155;D155;E155))","none","1"
"674186272468913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C156;D156;E156))","none","1"
"674186292480451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C157;D157;E157))","none","1"
"674186312439451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C158;D158;E158))","none","1"
"674186332434682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C159;D159;E159))","none","1"
"674186352442528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C160;D160;E160))","none","1"
"674186372509067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C161;D161;E161))","none","1"
"674186392477605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C162;D162;E162))","none","1"
"674186412440221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C163;D163;E163))","none","1"
"674186432434144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C164;D164;E164))","none","1"
"674186452437759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C165;D165;E165))","none","1"
"674186472489451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C166;D166;E166))","none","1"
"674186492529374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C167;D167;E167))","none","1"
"674186512810605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C168;D168;E168))","none","1"
"674186532437374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C169;D169;E169))","none","1"
"674186552433221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C170;D170;E170))","none","1"
"674186572435451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C171;D171;E171))","none","1"
"674186592464682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C172;D172;E172))","none","1"
"674186612708297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C173;D173;E173))","none","1"
"674186632446990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C174;D174;E174))","none","1"
"674186652440374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C175;D175;E175))","none","1"
"674186672437990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C176;D176;E176))","none","1"
"674186692502836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C177;D177;E177))","none","1"
"674186712480528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C178;D178;E178))","none","1"
"674186732447221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C179;D179;E179))","none","1"
"674186752441759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C180;D180;E180))","none","1"
"674186772442682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C181;D181;E181))","none","1"
"674186792472451","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C182;D182;E182))","none","1"
"674186812461990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C183;D183;E183))","none","1"
"674186832459297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C184;D184;E184))","none","1"
"674186852441759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C185;D185;E185))","none","1"
"674186872437221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C186;D186;E186))","none","1"
"674186892441759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C187;D187;E187))","none","1"
"674186912483144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C188;D188;E188))","none","1"
"674186932936682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C189;D189;E189))","none","1"
"674186952439913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C190;D190;E190))","none","1"
"674186972434990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C191;D191;E191))","none","1"
"674186992445682","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C192;D192;E192))","none","1"
"674187012441221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C193;D193;E193))","none","1"
"674187032468605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C194;D194;E194))","none","1"
"674187052433759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C195;D195;E195))","none","1"
"674187072474067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C196;D196;E196))","none","1"
"674187092446297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C197;D197;E197))","none","1"
"674187112440297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C198;D198;E198))","none","1"
"674187132434913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C199;D199;E199))","none","1"
"674187152441528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C200;D200;E200))","none","1"
"674187172466221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C201;D201;E201))","sit down","1"
"674187192481221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C202;D202;E202))","sit down","1"
"674187212446528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C203;D203;E203))","sit down","1"
"674187232442067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C204;D204;E204))","sit down","1"
"674187252440913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C205;D205;E205))","sit down","1"
"674187272469297","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C206;D206;E206))","sit down","1"
"674187292467374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C207;D207;E207))","sit down","1"
"674187312444221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C208;D208;E208))","sit down","1"
"674187332443759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C209;D209;E209))","sit down","1"
"674187352465528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C210;D210;E210))","sit down","1"
"674187372452374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C211;D211;E211))","sit down","1"
"674187392463913","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C212;D212;E212))","sit down","1"
"674187412448990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C213;D213;E213))","sit down","1"
"674187432440759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C214;D214;E214))","sit down","1"
"674187452435374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C215;D215;E215))","sit down","1"
"674187472444221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C216;D216;E216))","sit down","1"
"674187492490759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C217;D217;E217))","sit down","1"
"674187512479374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C218;D218;E218))","sit down","1"
"674187532699374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C219;D219;E219))","sit down","1"
"674187552440144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C220;D220;E220))","sit down","1"
"674187572436221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C221;D221;E221))","sit down","1"
"674187592466990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C222;D222;E222))","sit down","1"
"674187612467528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C223;D223;E223))","sit down","1"
"674187632449528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C224;D224;E224))","sit down","1"
"674187652442836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C225;D225;E225))","sit down","1"
"674187672436374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C226;D226;E226))","sit down","1"
"674187692467144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C227;D227;E227))","sit down","1"
"674187712464759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C228;D228;E228))","sit down","1"
"674187732488605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C229;D229;E229))","sit down","1"
"674187752441605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C230;D230;E230))","sit down","1"
"674187772435759","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C231;D231;E231))","sit down","1"
"674187792436221","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C232;D232;E232))","sit down","1"
"674187812485605","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C233;D233;E233))","sit down","1"
"674187832478144","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C234;D234;E234))","sit down","1"
"674187852444528","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C235;D235;E235))","sit down","1"
"674187872438990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C236;D236;E236))","sit down","1"
"674187892434990","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C237;D237;E237))","sit down","1"
"674187912481067","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C238;D238;E238))","sit down","1"
"674187932466298","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C239;D239;E239))","sit down","1"
"674187952439374","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C240;D240;E240))","sit down","1"
"674187972445836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C241;D241;E241))","sit down","1"
"674187992445836","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C242;D242;E242))","sit down","1"
"674188012452298","0","-0.919","-0.306","9.807","=SQRT(SUMSQ(C243;D243;E243))","sit down","1"
"674188032445144","0","-0.612","-0.306","9.347","=SQRT(SUMSQ(C244;D244;E244))","sit down","1"
"674188052443298","0","-0.766","-0.306","9.5","=SQRT(SUMSQ(C245;D245;E245))","sit down","1"
"674188072464221","0","-0.766","-0.306","9.5","=SQRT(SUMSQ(C246;D246;E246))","sit down","1"
"674188092485913","0","-1.072","-0.306","9.5","=SQRT(SUMSQ(C247;D247;E247))","sit down","1"
"674188112456759","0","-0.919","-0.306","9.5","=SQRT(SUMSQ(C248;D248;E248))","sit down","1"
"674188132443836","0","-0.919","-0.306","8.887","=SQRT(SUMSQ(C249;D249;E249))","sit down","1"
"674188152444144","0","-1.225","-0.612","9.807","=SQRT(SUMSQ(C250;D250;E250))","sit down","1"
"674188172443605","0","-1.532","-0.459","10.266","=SQRT(SUMSQ(C251;D251;E251))","sit down","1"
"674188192868682","0","-1.685","-0.459","10.266","=SQRT(SUMSQ(C252;D252;E252))","sit down","1"
"674188212497144","0","-1.379","-0.459","8.274","=SQRT(SUMSQ(C253;D253;E253))","sit down","1"
"674188232462682","0","-1.532","-0.459","9.347","=SQRT(SUMSQ(C254;D254;E254))","sit down","1"
"674188252448528","0","-1.532","-0.766","10.266","=SQRT(SUMSQ(C255;D255;E255))","sit down","1"
"674188272454451","0","-1.072","-0.919","9.5","=SQRT(SUMSQ(C256;D256;E256))","sit down","1"
"674188292508528","0","-0.919","-0.919","9.96","=SQRT(SUMSQ(C257;D257;E257))","sit down","1"
"674188312500374","0","-0.919","-1.225","10.113","=SQRT(SUMSQ(C258;D258;E258))","sit down","1"
"674188332456913","0","-0.919","-1.532","9.807","=SQRT(SUMSQ(C259;D259;E259))","sit down","1"
"674188352535682","0","-0.919","-1.685","9.96","=SQRT(SUMSQ(C260;D260;E260))","sit down","1"
"674188372486836","0","-0.919","-1.685","9.96","=SQRT(SUMSQ(C261;D261;E261))","sit down","1"
"674188394191451","0","-0.919","-1.992","9.96","=SQRT(SUMSQ(C262;D262;E262))","sit down","1"
"674188412473067","0","-0.919","-2.145","9.96","=SQRT(SUMSQ(C263;D263;E263))","sit down","1"
"674188432537221","0","-0.919","-2.145","9.96","=SQRT(SUMSQ(C264;D264;E264))","sit down","1"
"674188452448067","0","-0.919","-2.604","9.96","=SQRT(SUMSQ(C265;D265;E265))","sit down","1"
"674188472456605","0","-0.612","-2.604","9.96","=SQRT(SUMSQ(C266;D266;E266))","sit down","1"
"674188492451759","0","-0.612","-2.604","9.96","=SQRT(SUMSQ(C267;D267;E267))","sit down","1"
"674188512704374","0","-0.612","-2.604","9.96","=SQRT(SUMSQ(C268;D268;E268))","sit down","1"
"674188534613067","0","-0.612","-2.604","9.96","=SQRT(SUMSQ(C269;D269;E269))","sit down","1"
"674188552467605","0","-0.612","-2.604","9.96","=SQRT(SUMSQ(C270;D270;E270))","sit down","1"
